Date,Διεύθυνση (°)_kozani,Μέγιστη ένταση 3ώρου (knots)_kozani,Ένταση (knots)_kozani,Θερμ/σία (°C)_kozani,Σχετ.Υγρασία  (%)_kozani,Διεύθυνση (°)_agxialos,Μέγιστη ένταση 3ώρου (knots)_agxialos,Ένταση (knots)_agxialos,Θερμ/σία (°C)_agxialos,Σχετ.Υγρασία  (%)_agxialos,Διεύθυνση (°)_aktio,Μέγιστη ένταση 3ώρου (knots)_aktio,Ένταση (knots)_aktio,Θερμ/σία (°C)_aktio,Σχετ.Υγρασία  (%)_aktio,Διεύθυνση (°)_aleksandroupoli,Μέγιστη ένταση 3ώρου (knots)_aleksandroupoli,Θερμ/σία (°C)_aleksandroupoli,Σχετ.Υγρασία  (%)_aleksandroupoli,Διεύθυνση (°)_araxos,Μέγιστη ένταση 3ώρου (knots)_araxos,Ένταση (knots)_araxos,Θερμ/σία (°C)_araxos,Σχετ.Υγρασία  (%)_araxos,Διεύθυνση (°)_argos,Μέγιστη ένταση 3ώρου (knots)_argos,Ένταση (knots)_argos,Θερμ/σία (°C)_argos,Σχετ.Υγρασία  (%)_argos,Διεύθυνση (°)_florina,Μέγιστη ένταση 3ώρου (knots)_florina,Ένταση (knots)_florina,Θερμ/σία (°C)_florina,Σχετ.Υγρασία  (%)_florina,Διεύθυνση (°)_ioannina,Θερμ/σία (°C)_ioannina,Σχετ.Υγρασία  (%)_ioannina,Διεύθυνση (°)_kalamata,Μέγιστη ένταση 3ώρου (knots)_kalamata,Ένταση (knots)_kalamata,Θερμ/σία (°C)_kalamata,Σχετ.Υγρασία  (%)_kalamata,Διεύθυνση (°)_kavala,Μέγιστη ένταση 3ώρου (knots)_kavala,Ένταση (knots)_kavala,Θερμ/σία (°C)_kavala,Σχετ.Υγρασία  (%)_kavala,Energy (MWh)
1446163200000000000,320.0,6.0,4.0,7.0,79.0,250.0,8.0,3.0,17.0,86.0,280.0,17.0,7.0,24.4,71.0,240.0,32.0,13.0,93.0,0.0,4.0,0.0,19.2,86.0,236.9479353680431,12.0,4.0,23.7,45.0,180.0,9.0,5.0,8.3,72.0,0.0,22.0,57.0,0.0,7.0,0.0,21.4,67.0,110.0,21.0,5.0,13.4,95.0,342.67
1446249600000000000,40.0,11.0,9.0,9.6,64.0,320.0,12.0,3.0,23.2,83.0,113.43584305408271,8.0,3.0,28.4,50.0,0.0,12.0,6.6,94.0,0.0,9.0,0.0,24.2,70.0,236.9479353680431,6.0,3.0,8.6,67.0,190.0,16.0,10.0,13.3,56.0,0.0,14.0,99.0,0.0,6.0,0.0,20.4,82.0,50.0,16.0,11.0,16.4,62.0,364.33
1446336000000000000,40.0,14.0,10.0,9.4,51.0,240.0,8.0,6.0,17.6,61.0,250.0,12.0,8.0,25.2,62.0,150.0,10.0,12.0,60.0,0.0,4.0,0.0,18.6,90.0,236.9479353680431,9.0,3.0,21.0,68.0,0.0,18.0,0.0,8.7,75.0,0.0,20.4,80.0,0.0,6.0,0.0,21.0,73.0,100.0,15.0,8.0,13.6,66.0,359.62
1446422400000000000,0.0,4.0,0.0,1.2,85.0,80.0,9.0,6.0,27.2,54.0,0.0,4.0,0.0,21.6,86.0,330.0,7.0,4.2,87.0,10.0,18.0,11.0,28.4,39.0,236.9479353680431,8.0,3.0,13.7,99.0,0.0,13.0,0.0,6.8,72.0,0.0,16.2,99.0,150.0,14.0,8.0,28.2,53.0,0.0,6.0,0.0,11.0,87.0,586.04
1446508800000000000,290.0,8.0,7.0,5.2,63.0,280.0,7.0,4.0,20.0,66.0,270.0,12.0,11.0,27.4,65.0,210.0,12.0,12.6,79.0,0.0,5.0,0.0,19.4,86.0,236.9479353680431,8.0,3.0,19.6,67.0,200.0,17.0,7.0,10.5,56.0,0.0,23.5,47.0,0.0,7.0,0.0,17.6,85.0,80.0,15.0,6.0,16.2,50.0,507.08
1446595200000000000,0.0,5.0,0.0,3.0,72.0,100.0,17.0,12.0,27.4,58.0,113.43584305408271,6.0,3.0,24.2,75.0,210.0,17.0,14.2,84.0,68.66298342541437,11.0,4.0,29.8,48.0,236.9479353680431,15.0,5.0,16.0,71.0,250.0,54.0,14.0,16.4,40.0,0.0,12.3,100.0,0.0,9.0,0.0,21.8,78.0,50.0,6.0,4.0,7.2,85.0,558.75
1446681600000000000,330.0,6.0,5.0,4.6,59.0,189.95846313603323,7.0,3.0,22.4,68.0,0.0,5.0,0.0,23.4,88.0,190.0,7.0,13.4,84.0,0.0,5.0,0.0,24.4,77.0,236.9479353680431,12.0,5.0,14.5,58.0,0.0,13.0,0.0,2.3,68.0,0.0,16.8,86.0,190.0,11.0,6.0,27.8,57.0,40.0,6.0,4.0,9.4,81.0,533.75
1446768000000000000,0.0,4.0,0.0,6.0,73.0,100.0,20.0,14.0,28.0,48.0,113.43584305408271,7.0,3.0,24.0,85.0,230.0,16.0,13.4,91.0,260.0,10.0,5.0,29.2,65.0,236.9479353680431,6.0,2.0,8.1,84.0,0.0,10.0,0.0,3.6,83.0,0.0,11.1,98.0,0.0,8.0,0.0,22.6,87.0,0.0,3.0,0.0,8.0,89.0,538.58
1446854400000000000,0.0,5.0,0.0,5.2,69.0,290.0,12.0,5.0,20.6,87.0,0.0,4.0,0.0,22.6,87.0,180.0,39.0,15.6,83.0,0.0,8.0,0.0,26.4,62.0,236.9479353680431,11.0,4.0,14.6,71.0,0.0,0.0,0.0,-4.9,87.0,0.0,14.8,90.0,150.0,11.0,6.0,28.0,52.0,30.0,6.0,5.0,10.0,84.0,539.25
1446940800000000000,0.0,5.0,0.0,13.6,44.0,0.0,12.0,0.0,20.4,77.0,50.0,8.0,4.0,25.8,69.0,0.0,6.0,5.8,91.0,0.0,15.0,0.0,29.6,46.0,236.9479353680431,7.0,1.0,10.2,66.0,0.0,6.0,0.0,3.0,72.0,0.0,11.1,99.0,0.0,8.0,0.0,21.8,83.0,70.0,9.0,5.0,9.0,87.0,525.42
1447027200000000000,0.0,5.0,0.0,17.2,55.0,220.0,12.0,7.0,18.4,91.0,280.0,12.0,8.0,32.0,45.0,190.0,10.0,14.2,65.0,0.0,7.0,0.0,22.2,71.0,236.9479353680431,12.0,1.0,12.5,61.0,180.0,8.0,5.0,4.3,63.0,0.0,17.0,61.0,0.0,5.0,0.0,17.2,89.0,80.0,14.0,7.0,18.2,48.0,546.25
1447113600000000000,0.0,5.0,0.0,13.4,58.0,280.0,10.0,5.0,18.2,91.0,0.0,6.0,0.0,24.2,85.0,0.0,7.0,6.4,91.0,40.0,13.0,9.0,33.0,31.0,236.9479353680431,8.0,1.0,11.1,82.0,140.0,22.0,12.0,8.4,56.0,0.0,17.4,86.0,170.0,10.0,5.0,28.4,47.0,70.0,10.0,5.0,12.0,76.0,486.96
1447200000000000000,320.0,12.0,8.0,18.2,47.0,330.0,11.0,7.0,21.6,80.0,0.0,6.0,0.0,25.2,83.0,130.0,14.0,12.8,47.0,0.0,6.0,0.0,27.0,63.0,236.9479353680431,7.0,1.0,5.2,74.0,130.0,22.0,12.0,10.3,58.0,0.0,10.8,100.0,0.0,10.0,0.0,24.8,70.0,70.0,11.0,7.0,10.8,77.0,505.71
1447286400000000000,320.0,12.0,7.0,13.4,66.0,280.0,12.0,6.0,19.6,87.0,270.0,18.0,7.0,30.4,52.0,0.0,8.0,5.2,84.0,0.0,5.0,0.0,23.6,69.0,0.0,5.0,0.0,15.8,66.0,190.0,10.0,7.0,7.8,83.0,0.0,18.0,86.0,0.0,5.0,0.0,19.6,86.0,100.0,18.0,12.0,16.8,37.0,483.92
1447372800000000000,0.0,6.0,0.0,17.6,59.0,260.0,13.0,4.0,18.4,95.0,260.0,15.0,6.0,27.0,76.0,0.0,7.0,5.6,88.0,0.0,4.0,0.0,23.6,69.0,240.0,6.0,2.0,14.3,77.0,310.0,5.0,2.0,6.1,91.0,0.0,22.3,52.0,0.0,5.0,0.0,21.0,77.0,30.0,7.0,5.0,10.0,64.0,477.0
1447459200000000000,0.0,4.0,0.0,6.8,91.0,90.0,11.0,6.0,24.6,67.0,0.0,8.0,0.0,20.2,78.0,200.0,23.0,13.6,77.0,68.66298342541437,12.0,3.0,28.8,70.0,236.9479353680431,6.0,1.0,3.8,62.0,340.0,15.0,9.0,-0.3,92.0,0.0,14.8,100.0,200.0,12.0,7.0,27.8,70.0,0.0,8.0,0.0,8.8,68.0,464.0
1447545600000000000,320.0,14.0,10.0,12.6,55.0,240.0,7.0,3.0,19.2,91.0,120.0,14.0,9.0,21.6,60.0,170.0,33.0,14.4,86.0,70.0,20.0,8.0,22.0,78.0,340.0,7.0,2.0,12.9,60.0,360.0,8.0,1.0,-3.0,90.0,0.0,19.4,77.0,0.0,8.0,0.0,23.0,85.0,40.0,18.0,6.0,17.2,41.0,378.29
1447632000000000000,340.0,6.0,4.0,5.4,94.0,230.0,6.0,3.0,17.6,91.0,50.0,11.0,4.0,19.0,82.0,160.0,36.0,14.6,84.0,160.0,31.0,10.0,17.8,75.0,20.0,7.0,2.0,3.7,99.0,340.0,11.0,6.0,-1.4,88.0,0.0,17.2,100.0,0.0,17.0,0.0,19.4,83.0,40.0,10.0,6.0,10.6,82.0,465.71
1447718400000000000,0.0,5.0,0.0,7.8,75.0,189.95846313603323,8.0,3.0,21.8,88.0,50.0,11.0,5.0,25.4,49.0,40.0,16.0,8.2,89.0,60.0,19.0,6.0,20.8,72.0,236.9479353680431,5.0,1.0,19.4,29.0,350.0,15.0,6.0,-5.5,77.0,0.0,15.8,99.0,0.0,5.0,0.0,17.2,93.0,50.0,21.0,10.0,16.4,53.0,464.29
1447804800000000000,0.0,6.0,0.0,5.8,91.0,90.0,8.0,4.0,25.6,60.0,50.0,9.0,7.0,21.8,68.0,50.0,26.0,-1.4,67.0,30.0,27.0,12.0,27.4,45.0,236.9479353680431,6.0,3.0,2.8,50.0,320.0,9.0,5.0,-6.0,66.0,0.0,15.4,100.0,110.0,15.0,8.0,21.2,81.0,70.0,18.0,12.0,10.0,79.0,447.67
1447891200000000000,340.0,8.0,6.0,8.4,67.0,0.0,6.0,0.0,20.6,89.0,260.0,16.0,9.0,25.8,61.0,70.0,10.0,-1.8,82.0,0.0,3.0,0.0,18.2,97.0,350.0,7.0,3.0,8.8,95.0,0.0,3.0,0.0,-4.9,61.0,0.0,18.5,73.0,0.0,4.0,0.0,16.0,94.0,30.0,28.0,15.0,14.2,43.0,460.71
1447977600000000000,0.0,4.0,0.0,3.6,83.0,0.0,10.0,0.0,19.2,96.0,0.0,54.0,0.0,22.8,78.0,20.0,8.0,0.4,60.0,0.0,8.0,0.0,22.8,83.0,236.9479353680431,8.0,3.0,18.1,48.0,0.0,0.0,0.0,-6.4,77.0,0.0,8.2,100.0,0.0,6.0,0.0,21.6,82.0,50.0,13.0,4.0,8.2,70.0,418.96
1448064000000000000,0.0,4.0,0.0,10.4,75.0,290.0,10.0,5.0,19.0,89.0,80.0,22.0,6.0,19.2,88.0,40.0,14.0,4.8,57.0,200.0,18.0,8.0,28.2,41.0,340.0,7.0,4.0,5.9,80.0,110.24132730015083,4.0,2.0,-8.2,84.0,0.0,14.0,85.0,130.0,9.0,6.0,26.8,51.0,80.0,17.0,7.0,10.4,58.0,294.33
1448150400000000000,160.0,11.0,10.0,15.4,61.0,110.0,11.0,5.0,24.6,61.0,110.0,14.0,7.0,19.8,82.0,80.0,13.0,-1.4,87.0,0.0,6.0,0.0,22.4,81.0,210.0,6.0,3.0,16.4,70.0,0.0,0.0,0.0,-4.0,82.0,0.0,6.6,99.0,0.0,5.0,0.0,20.6,91.0,0.0,6.0,0.0,3.0,86.0,382.62
1448236800000000000,340.0,8.0,6.0,10.8,61.0,230.0,7.0,4.0,18.4,94.0,140.0,8.0,4.0,22.4,78.0,100.0,16.0,7.2,52.0,0.0,4.0,0.0,21.2,87.0,340.0,6.0,4.0,8.5,59.0,110.24132730015083,7.0,1.0,-3.2,84.0,0.0,17.2,77.0,0.0,5.0,0.0,18.0,94.0,230.0,10.0,6.0,15.6,42.0,292.79
1448323200000000000,0.0,4.0,0.0,10.4,92.0,300.0,11.0,6.0,24.4,54.0,0.0,4.0,0.0,20.8,79.0,30.0,16.0,2.4,62.0,220.0,15.0,5.0,25.4,70.0,310.0,6.0,2.0,3.5,48.0,340.0,12.0,6.0,-1.1,57.0,0.0,11.4,96.0,150.0,18.0,8.0,27.0,62.0,0.0,4.0,0.0,6.4,82.0,338.17
1448409600000000000,0.0,6.0,0.0,8.4,97.0,270.0,16.0,7.0,20.2,60.0,300.0,15.0,7.0,21.6,75.0,20.0,16.0,-1.2,56.0,0.0,10.0,0.0,19.4,100.0,340.0,6.0,4.0,3.9,63.0,110.24132730015083,4.0,2.0,-3.7,55.0,0.0,23.6,51.0,0.0,8.0,0.0,19.2,93.0,0.0,7.0,0.0,18.0,53.0,274.0
1448496000000000000,0.0,4.0,0.0,4.0,97.0,120.0,17.0,13.0,23.0,58.0,70.0,8.0,5.0,22.6,68.0,10.0,14.0,-1.4,55.0,0.0,5.0,0.0,17.8,98.0,200.0,8.0,2.0,13.1,76.0,40.0,4.0,1.0,-7.7,68.0,0.0,14.0,100.0,0.0,8.0,0.0,20.4,85.0,0.0,5.0,0.0,5.4,75.0,332.29
1448582400000000000,0.0,4.0,0.0,8.2,91.0,290.0,15.0,7.0,17.4,96.0,280.0,8.0,4.0,21.8,65.0,90.0,14.0,1.0,41.0,0.0,2.0,0.0,18.2,95.0,236.9479353680431,7.0,2.0,4.1,63.0,0.0,6.0,0.0,-5.6,76.0,0.0,16.4,83.0,300.0,7.0,4.0,15.6,92.0,230.0,7.0,4.0,17.2,55.0,256.79
1448668800000000000,0.0,4.0,0.0,5.8,88.0,110.0,20.0,12.0,18.8,70.0,260.0,13.0,7.0,25.4,58.0,40.0,10.0,-4.0,69.0,0.0,3.0,0.0,19.6,94.0,280.0,8.0,1.0,13.7,79.0,110.24132730015083,4.0,1.0,-4.6,87.0,0.0,13.9,99.0,0.0,10.0,0.0,20.8,78.0,0.0,4.0,0.0,6.8,71.0,365.42
1448755200000000000,0.0,5.0,0.0,8.6,70.0,80.0,20.0,11.0,18.2,66.0,0.0,7.0,0.0,18.8,81.0,30.0,13.0,2.0,51.0,0.0,4.0,0.0,18.4,97.0,20.0,5.0,3.0,2.5,70.0,110.24132730015083,4.0,2.0,1.8,63.0,0.0,20.3,75.0,300.0,8.0,4.0,16.2,87.0,0.0,4.0,0.0,18.2,62.0,429.12
1448841600000000000,310.0,12.0,8.0,0.8,75.0,90.0,20.0,12.0,19.0,63.0,50.0,10.0,6.0,19.2,84.0,0.0,7.0,-3.0,76.0,270.0,10.0,4.0,26.0,53.0,236.9479353680431,4.0,1.0,15.4,61.0,110.24132730015083,5.0,1.0,3.0,68.0,0.0,17.1,93.0,360.0,9.0,4.0,27.6,38.0,0.0,5.0,0.0,9.2,87.0,515.79
1448928000000000000,0.0,4.0,0.0,2.2,89.0,270.0,8.0,6.0,15.4,83.0,250.0,6.0,4.0,22.2,67.0,20.0,16.0,2.8,75.0,0.0,4.0,0.0,17.0,99.0,290.0,11.0,6.0,7.9,82.0,110.24132730015083,4.0,2.0,-3.0,91.0,0.0,17.2,93.0,0.0,4.0,0.0,16.6,90.0,140.0,12.0,4.0,17.8,62.0,454.54
1449014400000000000,340.0,8.0,5.0,6.8,54.0,130.0,11.0,7.0,20.6,56.0,80.0,11.0,7.0,23.6,56.0,0.0,7.0,7.8,75.0,0.0,6.0,0.0,22.8,75.0,236.9479353680431,7.0,2.0,7.4,91.0,0.0,0.0,0.0,-2.5,90.0,0.0,15.0,99.0,0.0,13.0,0.0,22.0,73.0,30.0,7.0,4.0,6.8,94.0,493.08
1449100800000000000,300.0,6.0,4.0,3.4,83.0,330.0,10.0,5.0,14.0,82.0,100.0,28.0,20.0,16.2,41.0,230.0,10.0,12.6,76.0,40.0,15.0,4.0,25.4,55.0,236.9479353680431,3.0,1.0,13.6,70.0,170.0,6.0,3.0,3.1,80.0,0.0,14.7,99.0,0.0,7.0,0.0,18.2,84.0,30.0,6.0,4.0,10.6,85.0,475.08
1449187200000000000,0.0,6.0,0.0,2.0,89.0,0.0,7.0,0.0,14.4,89.0,90.0,18.0,11.0,21.0,46.0,0.0,7.0,11.2,90.0,100.0,13.0,4.0,19.8,58.0,320.0,8.0,5.0,8.4,87.0,110.24132730015083,5.0,2.0,6.8,63.0,0.0,23.1,63.0,0.0,4.0,0.0,16.8,88.0,0.0,4.0,0.0,15.4,76.0,399.25
1449273600000000000,0.0,4.0,0.0,4.8,93.0,80.0,12.0,7.0,23.4,55.0,100.0,18.0,12.0,23.8,35.0,300.0,7.0,6.4,97.0,30.0,25.0,17.0,24.2,46.0,236.9479353680431,11.0,4.0,9.6,81.0,110.24132730015083,5.0,1.0,-1.7,86.0,0.0,15.2,100.0,0.0,12.0,0.0,25.0,51.0,0.0,4.0,0.0,8.4,86.0,406.92
1449360000000000000,0.0,4.0,0.0,3.2,93.0,270.0,6.0,5.0,16.8,89.0,100.0,10.0,8.0,19.2,58.0,110.0,14.0,13.0,68.0,90.0,17.0,5.0,18.0,59.0,236.9479353680431,10.0,3.0,8.9,79.0,110.24132730015083,9.0,3.0,0.6,75.0,0.0,19.2,80.0,360.0,9.0,5.0,15.2,69.0,0.0,7.0,0.0,16.6,72.0,460.17
1449446400000000000,300.0,10.0,7.0,1.8,78.0,240.0,6.0,5.0,14.4,93.0,60.0,12.0,10.0,20.0,48.0,0.0,6.0,6.0,91.0,90.0,14.0,8.0,20.6,51.0,236.9479353680431,17.0,5.0,10.8,61.0,110.24132730015083,9.0,2.0,15.3,33.0,0.0,17.0,91.0,330.0,12.0,5.0,25.0,37.0,110.0,10.0,4.0,17.0,76.0,470.75
1449532800000000000,10.0,8.0,7.0,4.8,62.0,0.0,9.0,0.0,21.0,80.0,270.0,9.0,5.0,24.0,54.0,0.0,7.0,11.2,90.0,68.66298342541437,20.0,3.0,18.6,61.0,236.9479353680431,8.0,2.0,-0.8,56.0,0.0,7.0,0.0,0.7,83.0,0.0,15.4,99.0,0.0,6.0,0.0,14.8,78.0,50.0,10.0,4.0,9.2,89.0,487.92
1449619200000000000,0.0,4.0,0.0,0.0,88.0,320.0,13.0,9.0,25.6,43.0,70.0,9.0,5.0,20.4,76.0,230.0,20.0,13.6,79.0,68.66298342541437,14.0,3.0,25.6,35.0,340.0,7.0,3.0,5.6,78.0,110.24132730015083,8.0,4.0,5.5,74.0,0.0,11.9,99.0,0.0,11.0,0.0,24.4,51.0,0.0,6.0,0.0,13.0,86.0,430.29
1449705600000000000,350.0,18.0,12.0,-1.4,78.0,240.0,8.0,4.0,15.8,88.0,300.0,11.0,4.0,20.0,85.0,210.0,10.0,15.6,63.0,0.0,4.0,0.0,15.6,92.0,0.0,6.0,0.0,11.0,82.0,0.0,4.0,0.0,17.5,36.0,0.0,15.9,57.0,0.0,6.0,0.0,18.4,79.0,120.0,9.0,4.0,17.6,70.0,288.04
1449792000000000000,320.0,18.0,12.0,1.8,74.0,100.0,17.0,12.0,22.8,75.0,280.0,15.0,11.0,23.4,64.0,230.0,16.0,16.2,75.0,0.0,6.0,0.0,20.6,92.0,350.0,5.0,3.0,2.5,66.0,0.0,7.0,0.0,1.6,82.0,0.0,12.4,67.0,0.0,8.0,0.0,19.6,86.0,0.0,5.0,0.0,9.0,95.0,194.38
1449878400000000000,320.0,13.0,10.0,-0.6,80.0,310.0,10.0,5.0,18.4,90.0,50.0,6.0,5.0,19.8,79.0,170.0,32.0,14.2,84.0,68.66298342541437,7.0,3.0,25.2,59.0,340.0,6.0,3.0,5.8,100.0,0.0,18.0,0.0,7.8,66.0,0.0,12.2,60.0,280.0,10.0,2.0,28.4,32.0,0.0,5.0,0.0,12.2,90.0,441.96
1449964800000000000,0.0,6.0,0.0,7.8,38.0,80.0,7.0,4.0,20.6,76.0,280.0,14.0,10.0,24.0,58.0,190.0,27.0,14.8,83.0,0.0,10.0,0.0,22.8,72.0,300.0,5.0,3.0,7.8,99.0,260.0,14.0,4.0,13.2,45.0,0.0,5.8,90.0,0.0,11.0,0.0,19.6,77.0,40.0,5.0,4.0,9.2,97.0,483.79
1450051200000000000,0.0,5.0,0.0,2.0,46.0,120.0,16.0,9.0,20.0,79.0,300.0,6.0,4.0,21.8,71.0,220.0,17.0,13.4,95.0,0.0,4.0,0.0,19.0,90.0,360.0,11.0,6.0,15.1,57.0,340.0,25.0,12.0,0.7,87.0,0.0,18.2,42.0,0.0,8.0,0.0,15.4,84.0,150.0,12.0,7.0,20.2,57.0,411.04
1450137600000000000,0.0,4.0,0.0,-1.2,72.0,100.0,10.0,8.0,24.4,57.0,0.0,8.0,0.0,23.2,69.0,20.0,42.0,4.0,64.0,270.0,14.0,7.0,25.0,63.0,330.0,8.0,5.0,8.7,77.0,10.0,22.0,11.0,0.1,80.0,0.0,2.4,78.0,0.0,14.0,0.0,21.2,72.0,0.0,5.0,0.0,10.0,92.0,341.79
1450224000000000000,0.0,4.0,0.0,0.0,77.0,180.0,9.0,7.0,18.2,93.0,70.0,12.0,6.0,18.4,78.0,30.0,19.0,6.4,56.0,0.0,3.0,0.0,18.4,97.0,340.0,11.0,2.0,8.5,81.0,110.24132730015083,8.0,2.0,-3.0,71.0,0.0,9.6,89.0,360.0,11.0,5.0,27.4,46.0,30.0,6.0,4.0,13.2,93.0,278.67
1450310400000000000,350.0,10.0,8.0,3.4,73.0,110.0,17.0,7.0,21.2,77.0,260.0,14.0,7.0,21.4,70.0,100.0,16.0,7.0,50.0,0.0,7.0,0.0,19.4,94.0,320.0,16.0,9.0,13.9,46.0,0.0,5.0,0.0,-2.6,75.0,0.0,13.6,77.0,0.0,8.0,0.0,17.6,91.0,30.0,7.0,5.0,13.4,95.0,344.42
1450396800000000000,300.0,6.0,4.0,-2.0,82.0,280.0,20.0,4.0,19.2,95.0,113.43584305408271,9.0,3.0,22.4,72.0,60.0,10.0,5.4,69.0,270.0,11.0,5.0,25.8,59.0,236.9479353680431,8.0,1.0,0.2,100.0,110.24132730015083,5.0,2.0,9.6,33.0,0.0,5.3,100.0,340.0,15.0,6.0,26.4,45.0,0.0,5.0,0.0,6.8,94.0,444.75
1450483200000000000,0.0,4.0,0.0,2.4,62.0,189.95846313603323,8.0,3.0,19.0,73.0,60.0,13.0,8.0,21.2,68.0,0.0,6.0,3.6,90.0,0.0,3.0,0.0,16.2,100.0,350.0,7.0,4.0,1.5,100.0,110.24132730015083,4.0,2.0,-1.7,79.0,0.0,17.9,51.0,340.0,7.0,4.0,18.4,81.0,110.0,15.0,4.0,16.6,60.0,437.17
1450569600000000000,0.0,4.0,0.0,8.4,65.0,300.0,15.0,10.0,25.4,44.0,150.0,8.0,4.0,21.0,76.0,240.0,14.0,10.6,72.0,250.0,10.0,4.0,25.8,54.0,236.9479353680431,8.0,1.0,-0.3,54.0,110.24132730015083,7.0,3.0,9.5,41.0,0.0,4.1,99.0,150.0,12.0,6.0,24.6,59.0,340.0,8.0,4.0,10.0,87.0,470.42
1450656000000000000,0.0,4.0,0.0,-1.8,86.0,240.0,10.0,7.0,24.6,50.0,40.0,14.0,6.0,24.4,58.0,0.0,6.0,8.8,84.0,0.0,5.0,0.0,19.4,84.0,330.0,14.0,8.0,15.6,44.0,110.24132730015083,5.0,1.0,0.0,77.0,0.0,1.7,60.0,320.0,6.0,4.0,17.6,87.0,50.0,9.0,7.0,9.8,81.0,474.67
1450742400000000000,290.0,10.0,7.0,2.6,82.0,300.0,6.0,4.0,17.4,66.0,250.0,27.0,16.0,23.6,69.0,190.0,30.0,14.0,82.0,120.0,14.0,7.0,20.4,79.0,236.9479353680431,7.0,2.0,-0.5,53.0,0.0,5.0,0.0,9.3,56.0,0.0,6.6,91.0,0.0,24.0,0.0,20.2,85.0,0.0,4.0,0.0,9.2,95.0,491.21
1450828800000000000,0.0,4.0,0.0,4.6,68.0,0.0,5.0,0.0,15.4,94.0,250.0,16.0,9.0,22.2,64.0,250.0,14.0,13.8,65.0,170.0,40.0,22.0,25.8,56.0,10.0,7.0,3.0,1.8,100.0,140.0,16.0,7.0,4.9,77.0,0.0,15.4,63.0,160.0,20.0,10.0,24.0,68.0,220.0,12.0,8.0,17.0,70.0,472.42
1450915200000000000,0.0,4.0,0.0,2.6,79.0,100.0,13.0,10.0,20.2,71.0,290.0,17.0,12.0,24.0,54.0,190.0,10.0,16.8,72.0,230.0,25.0,10.0,24.2,67.0,236.9479353680431,5.0,3.0,19.7,28.0,190.0,22.0,7.0,13.3,42.0,0.0,13.3,55.0,0.0,10.0,0.0,20.0,76.0,0.0,5.0,0.0,8.6,95.0,460.58
1451001600000000000,0.0,4.0,0.0,3.2,81.0,0.0,8.0,0.0,16.2,89.0,60.0,6.0,4.0,15.2,84.0,190.0,29.0,15.0,85.0,0.0,5.0,0.0,19.2,88.0,320.0,7.0,5.0,2.9,93.0,140.0,15.0,6.0,5.6,55.0,0.0,12.6,46.0,10.0,10.0,5.0,24.4,56.0,30.0,9.0,3.0,12.0,90.0,471.83
1451088000000000000,290.0,9.0,6.0,3.8,73.0,110.0,14.0,6.0,20.0,69.0,270.0,9.0,6.0,22.4,56.0,170.0,36.0,15.4,83.0,280.0,14.0,5.0,23.4,61.0,320.0,11.0,6.0,20.5,26.0,0.0,13.0,0.0,7.7,64.0,0.0,11.5,47.0,290.0,10.0,1.0,18.6,73.0,0.0,6.0,0.0,8.0,89.0,441.12
1451174400000000000,0.0,5.0,0.0,8.6,63.0,220.0,7.0,3.0,17.8,80.0,250.0,5.0,3.0,18.6,74.0,0.0,6.0,11.2,95.0,300.0,11.0,5.0,20.4,65.0,340.0,9.0,5.0,7.8,75.0,110.24132730015083,8.0,4.0,2.3,89.0,0.0,12.9,47.0,0.0,6.0,0.0,14.6,87.0,0.0,6.0,0.0,14.4,84.0,468.62
1451260800000000000,0.0,4.0,0.0,3.0,76.0,310.0,7.0,3.0,14.0,94.0,50.0,7.0,5.0,16.0,89.0,200.0,33.0,16.6,83.0,0.0,3.0,0.0,13.4,97.0,340.0,6.0,3.0,2.5,100.0,80.0,12.0,3.0,1.8,70.0,0.0,12.8,41.0,0.0,7.0,0.0,16.8,75.0,0.0,12.0,0.0,15.2,80.0,456.75
1451347200000000000,0.0,5.0,0.0,5.4,69.0,120.0,12.0,8.0,18.4,73.0,240.0,8.0,4.0,23.4,54.0,160.0,16.0,17.0,76.0,0.0,7.0,0.0,17.4,79.0,190.0,9.0,2.0,15.7,64.0,110.24132730015083,20.0,3.0,8.1,87.0,0.0,4.0,79.0,330.0,9.0,4.0,15.2,75.0,290.0,9.0,4.0,14.0,80.0,474.71
1451433600000000000,360.0,15.0,9.0,3.8,64.0,50.0,9.0,6.0,21.0,69.0,20.0,11.0,4.0,18.2,80.0,360.0,9.0,11.8,90.0,70.0,11.0,5.0,23.0,62.0,236.9479353680431,4.0,2.0,20.0,32.0,150.0,25.0,13.0,12.2,57.0,0.0,5.3,75.0,160.0,12.0,5.0,25.4,47.0,0.0,6.0,0.0,13.6,93.0,224.83
1451520000000000000,330.0,15.0,11.0,-4.2,73.0,100.0,8.0,5.0,20.6,69.0,80.0,11.0,4.0,25.0,51.0,190.0,9.0,20.4,49.0,60.0,15.0,5.0,24.6,53.0,236.9479353680431,5.0,3.0,6.4,100.0,0.0,11.0,0.0,10.2,82.0,0.0,-1.1,92.0,0.0,8.0,0.0,20.6,72.0,240.0,17.0,11.0,17.8,82.0,293.75
